strategy,n_trades,win_rate,iv_direction_accuracy,final_capital,total_pnl,total_return_pct
data_driven,135,0.17777777777777778,0.6296296296296297,-200958.75,-300958.75,-300.95875
manual_agree,78,0.08974358974358974,0.7435897435897436,-130993.75,-230993.75,-230.99375000000003
manual_disagree,33,0.21212121212121213,0.7272727272727273,2368.7499999999995,-97631.25,-97.63125000000001
