Symbol  ,Date  ,Expiry  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
NIFTY,31-Mar-2023,29-Jun-2023,17399.65,17557.20,17394.45,17535.50,17549.00,17535.50,7038.00,61572.55,204850.00,204850.00,17359.75
NIFTY,31-Mar-2023,25-May-2023,17295.00,17516.05,17270.15,17497.65,17499.00,17497.65,29217.00,254658.56,1550250.00,-110550.00,17359.75
NIFTY,31-Mar-2023,27-Apr-2023,17271.00,17466.00,17271.00,17442.65,17442.25,17442.65,172665.00,1500781.57,11419850.00,-524550.00,17359.75
NIFTY,29-Mar-2023,25-May-2023,17155.05,17295.00,17119.60,17264.85,17295.00,17264.85,13777.00,118415.40,1660800.00,192750.00,-
NIFTY,29-Mar-2023,27-Apr-2023,17090.00,17239.00,17052.00,17213.10,17235.00,17213.10,233541.00,2000612.53,11944400.00,3345050.00,-
NIFTY,29-Mar-2023,29-Mar-2023,16983.00,17090.60,16942.00,17064.10,17081.20,17080.70,245279.00,2085681.39,4779800.00,-1721400.00,-
NIFTY,28-Mar-2023,27-Apr-2023,17135.00,17175.00,17030.00,17072.80,17084.70,17072.80,104014.00,888627.38,8599350.00,2608850.00,16951.70
NIFTY,28-Mar-2023,25-May-2023,17205.05,17232.00,17102.00,17139.95,17146.00,17139.95,8066.00,69169.76,1468050.00,31300.00,16951.70
NIFTY,28-Mar-2023,29-Mar-2023,17065.00,17088.25,16927.45,16970.60,16977.70,16970.60,169371.00,1439497.29,6501200.00,-2991050.00,16951.70
NIFTY,27-Mar-2023,27-Apr-2023,17070.00,17210.50,17030.00,17114.10,17115.15,17114.10,84949.00,727651.19,5990500.00,1552300.00,16985.70
NIFTY,27-Mar-2023,29-Mar-2023,16995.25,17124.55,16940.80,17037.40,17024.55,17037.40,216833.00,1847723.87,9492250.00,-1676450.00,16985.70
NIFTY,27-Mar-2023,25-May-2023,17142.00,17265.40,17099.30,17179.05,17175.00,17179.05,11083.00,95340.33,1436750.00,198150.00,16985.70
NIFTY,24-Mar-2023,25-May-2023,17238.05,17269.65,17090.60,17111.70,17100.00,17111.70,7103.00,61045.69,1238600.00,38750.00,-
NIFTY,24-Mar-2023,27-Apr-2023,17183.60,17209.90,17022.85,17047.90,17031.55,17047.90,46172.00,395462.27,4438200.00,856300.00,-
NIFTY,24-Mar-2023,29-Mar-2023,17079.95,17119.90,16931.95,16955.05,16938.00,16955.05,164312.00,1399979.34,11168700.00,-476000.00,-
NIFTY,23-Mar-2023,29-Mar-2023,17124.90,17239.55,17066.95,17087.50,17082.00,17087.50,175746.00,1506916.29,11644700.00,91550.00,-
NIFTY,23-Mar-2023,27-Apr-2023,17245.00,17330.00,17165.00,17185.65,17176.85,17185.65,28237.00,243444.58,3581900.00,314150.00,-
NIFTY,23-Mar-2023,25-May-2023,17300.05,17390.10,17230.15,17246.95,17239.00,17246.95,6001.00,51923.55,1199850.00,57100.00,-
NIFTY,22-Mar-2023,29-Mar-2023,17211.00,17238.00,17142.10,17185.00,17183.95,17185.00,108813.00,934993.18,11553150.00,-741950.00,17151.90
NIFTY,22-Mar-2023,27-Apr-2023,17261.60,17327.90,17237.30,17277.50,17275.00,17277.50,15711.00,135726.55,3267750.00,98850.00,17151.90
NIFTY,22-Mar-2023,25-May-2023,17354.80,17389.65,17301.20,17338.80,17338.00,17338.80,4668.00,40469.45,1142750.00,32550.00,17151.90
NIFTY,21-Mar-2023,25-May-2023,17258.00,17338.30,17214.40,17316.45,17320.00,17316.45,5508.00,47574.43,1110200.00,39000.00,17107.50
NIFTY,21-Mar-2023,27-Apr-2023,17193.95,17275.60,17145.00,17252.15,17260.00,17252.15,21060.00,181201.22,3168900.00,216600.00,17107.50
NIFTY,21-Mar-2023,29-Mar-2023,17090.00,17183.65,17052.25,17160.15,17169.10,17160.15,138054.00,1181577.55,12295100.00,34700.00,17107.50
NIFTY,20-Mar-2023,29-Mar-2023,17099.80,17109.80,16866.00,17028.90,17037.05,17028.90,233228.00,1978745.17,12260400.00,292250.00,16988.40
NIFTY,20-Mar-2023,27-Apr-2023,17217.80,17225.05,16964.00,17121.60,17134.65,17121.60,40725.00,347260.78,2952300.00,586500.00,16988.40
NIFTY,20-Mar-2023,25-May-2023,17301.00,17301.00,17040.00,17192.05,17208.95,17192.05,11606.00,99408.03,1071200.00,84150.00,16988.40
NIFTY,17-Mar-2023,27-Apr-2023,17264.00,17299.00,17120.00,17275.45,17278.00,17275.45,21525.00,185339.81,2365800.00,245800.00,17100.05
