Symbol  ,Date  ,Expiry  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
NIFTY,30-Dec-2022,23-Feb-2023,18410.05,18450.00,18260.00,18290.75,18301.50,18290.75,12330.00,113335.19,960500.00,-8300.00,18105.30
NIFTY,30-Dec-2022,29-Mar-2023,18469.95,18532.75,18345.00,18368.85,18386.35,18368.85,2344.00,21641.71,59200.00,59200.00,18105.30
NIFTY,30-Dec-2022,25-Jan-2023,18338.00,18374.00,18172.35,18206.85,18219.50,18206.85,160196.00,1464462.24,10637550.00,126650.00,18105.30
NIFTY,29-Dec-2022,23-Feb-2023,18254.00,18376.50,18172.50,18362.40,18372.00,18362.40,13972.00,127470.46,968800.00,325600.00,18191.00
NIFTY,29-Dec-2022,25-Jan-2023,18175.00,18305.00,18091.95,18292.25,18299.00,18292.25,175328.00,1593546.30,10510900.00,2759800.00,18191.00
NIFTY,29-Dec-2022,29-Dec-2022,18122.00,18198.00,17985.00,18182.05,18192.00,18191.00,138782.00,1253291.83,3013200.00,-1506350.00,18191.00
NIFTY,28-Dec-2022,23-Feb-2023,18250.30,18368.85,18250.30,18314.80,18306.00,18314.80,5932.00,54349.30,643200.00,52350.00,18122.50
NIFTY,28-Dec-2022,25-Jan-2023,18199.00,18290.00,18185.05,18238.65,18228.00,18238.65,92596.00,844711.00,7751100.00,2030300.00,18122.50
NIFTY,28-Dec-2022,29-Dec-2022,18097.75,18178.40,18073.85,18122.35,18113.65,18122.35,130940.00,1187022.80,4519550.00,-1824250.00,18122.50
NIFTY,27-Dec-2022,25-Jan-2023,18182.75,18266.60,18080.30,18251.60,18256.10,18251.60,86321.00,784705.22,5720800.00,1383450.00,-
NIFTY,27-Dec-2022,23-Feb-2023,18274.70,18348.60,18170.00,18338.90,18342.00,18338.90,5981.00,54629.99,590850.00,19850.00,-
NIFTY,27-Dec-2022,29-Dec-2022,18082.20,18152.05,17969.00,18138.00,18144.15,18138.00,163650.00,1479010.96,6343800.00,-1527800.00,-
NIFTY,26-Dec-2022,25-Jan-2023,17975.00,18213.20,17941.55,18134.45,18128.00,18134.45,69908.00,633031.33,4337350.00,988500.00,18014.60
NIFTY,26-Dec-2022,29-Dec-2022,17890.05,18106.00,17835.55,18027.30,18018.10,18027.30,170067.00,1530216.46,7871600.00,-1978050.00,18014.60
NIFTY,26-Dec-2022,23-Feb-2023,18055.00,18297.90,17957.65,18223.75,18216.00,18223.75,9406.00,85559.25,571000.00,62350.00,18014.60
NIFTY,23-Dec-2022,23-Feb-2023,18300.00,18308.95,18038.00,18061.00,18083.00,18061.00,8613.00,78268.19,508650.00,24600.00,-
NIFTY,23-Dec-2022,25-Jan-2023,18150.00,18219.70,17941.15,17973.30,17993.00,17973.30,61241.00,553537.56,3348850.00,839200.00,-
NIFTY,23-Dec-2022,29-Dec-2022,18055.05,18115.00,17831.20,17863.90,17880.10,17863.90,241009.00,2165483.88,9849650.00,-129700.00,-
NIFTY,22-Dec-2022,29-Dec-2022,18327.00,18356.90,18112.00,18170.35,18159.30,18170.35,223231.00,2031641.60,9979350.00,-226750.00,-
NIFTY,22-Dec-2022,25-Jan-2023,18430.00,18455.65,18221.15,18273.85,18267.50,18273.85,39703.00,363490.18,2509650.00,318000.00,-
NIFTY,22-Dec-2022,23-Feb-2023,18548.45,18548.45,18320.00,18370.30,18358.00,18370.30,7311.00,67276.68,484050.00,16700.00,-
NIFTY,21-Dec-2022,29-Dec-2022,18470.10,18514.90,18223.00,18275.90,18277.90,18275.90,235813.00,2163637.33,10206100.00,144100.00,18199.10
NIFTY,21-Dec-2022,25-Jan-2023,18574.95,18610.00,18335.05,18378.75,18388.00,18378.75,32901.00,303631.71,2191650.00,104650.00,18199.10
NIFTY,21-Dec-2022,23-Feb-2023,18659.95,18698.75,18435.00,18472.10,18480.00,18472.10,5927.00,54965.86,467350.00,36900.00,18199.10
NIFTY,20-Dec-2022,23-Feb-2023,18618.05,18640.40,18441.05,18616.20,18611.20,18616.20,6407.00,59359.58,430450.00,34250.00,18385.30
NIFTY,20-Dec-2022,25-Jan-2023,18570.85,18576.50,18346.00,18528.80,18525.00,18528.80,32462.00,299433.29,2087000.00,258250.00,18385.30
NIFTY,20-Dec-2022,29-Dec-2022,18420.00,18449.00,18231.90,18423.95,18425.00,18423.95,214251.00,1963433.67,10062000.00,-14650.00,18385.30
NIFTY,19-Dec-2022,29-Dec-2022,18340.00,18519.00,18308.60,18499.30,18499.00,18499.30,145495.00,1340632.78,10076650.00,-366200.00,18420.45
NIFTY,19-Dec-2022,25-Jan-2023,18498.00,18617.15,18421.20,18601.00,18601.15,18601.00,17685.00,163877.26,1828750.00,82600.00,18420.45
NIFTY,19-Dec-2022,23-Feb-2023,18540.00,18704.05,18512.70,18688.75,18687.00,18688.75,3478.00,32373.62,396200.00,27950.00,18420.45
NIFTY,16-Dec-2022,25-Jan-2023,18490.30,18600.00,18430.00,18443.40,18441.00,18443.40,19582.00,181161.01,1746150.00,87100.00,18269.00
NIFTY,16-Dec-2022,29-Dec-2022,18367.00,18488.85,18313.20,18328.65,18330.00,18328.65,215375.00,1980592.89,10442850.00,-477250.00,18269.00
NIFTY,16-Dec-2022,23-Feb-2023,18604.05,18685.45,18520.05,18532.20,18530.00,18532.20,6034.00,56112.28,368250.00,13400.00,18269.00
NIFTY,15-Dec-2022,29-Dec-2022,18705.60,18742.40,18437.55,18467.00,18445.50,18467.00,186216.00,1729919.20,10920100.00,411950.00,-
NIFTY,15-Dec-2022,25-Jan-2023,18830.00,18832.00,18557.50,18581.90,18563.40,18581.90,14400.00,134497.03,1659050.00,82250.00,-
NIFTY,15-Dec-2022,23-Feb-2023,18929.00,18929.00,18652.35,18674.35,18700.00,18674.35,3971.00,37276.56,354850.00,26800.00,-
NIFTY,14-Dec-2022,23-Feb-2023,18960.00,18988.00,18920.00,18943.90,18936.00,18943.90,2327.00,22055.45,328050.00,15800.00,18660.30
NIFTY,14-Dec-2022,25-Jan-2023,18849.85,18906.90,18829.90,18855.20,18854.60,18855.20,6602.00,62299.82,1576800.00,37150.00,18660.30
NIFTY,14-Dec-2022,29-Dec-2022,18775.55,18807.55,18720.05,18748.90,18738.40,18748.90,120161.00,1127658.71,10508150.00,-44800.00,18660.30
NIFTY,13-Dec-2022,23-Feb-2023,18822.90,18905.00,18780.00,18894.60,18903.00,18894.60,2225.00,20978.44,312250.00,13850.00,-
NIFTY,13-Dec-2022,25-Jan-2023,18719.50,18827.80,18692.00,18813.75,18817.00,18813.75,6052.00,56810.51,1539650.00,-6600.00,-
NIFTY,13-Dec-2022,29-Dec-2022,18630.00,18717.95,18575.60,18703.85,18711.50,18703.85,124896.00,1165649.35,10552950.00,-137700.00,-
NIFTY,12-Dec-2022,25-Jan-2023,18639.95,18747.00,18581.20,18717.25,18721.15,18717.25,8354.00,77998.09,1546250.00,-4950.00,18497.15
NIFTY,12-Dec-2022,23-Feb-2023,18710.00,18825.05,18669.00,18802.25,18804.00,18802.25,2959.00,27757.66,298400.00,22350.00,18497.15
NIFTY,12-Dec-2022,29-Dec-2022,18520.00,18638.65,18456.15,18605.20,18605.50,18605.20,141560.00,1314309.01,10690650.00,-383400.00,18497.15
NIFTY,09-Dec-2022,25-Jan-2023,18850.00,18878.95,18634.05,18698.90,18682.00,18698.90,10301.00,96524.60,1551200.00,68300.00,-
NIFTY,09-Dec-2022,29-Dec-2022,18760.00,18776.95,18515.00,18583.65,18571.90,18583.65,167045.00,1556309.22,11074050.00,145250.00,-
NIFTY,09-Dec-2022,23-Feb-2023,18942.90,18967.40,18725.10,18785.15,18777.60,18785.15,3244.00,30514.89,276050.00,18850.00,-
NIFTY,08-Dec-2022,23-Feb-2023,18906.90,18932.75,18845.00,18912.35,18918.90,18912.35,1592.00,15035.69,257200.00,5250.00,-
NIFTY,08-Dec-2022,25-Jan-2023,18790.05,18844.00,18750.00,18826.55,18831.85,18826.55,5253.00,49388.75,1482900.00,19850.00,-
NIFTY,08-Dec-2022,29-Dec-2022,18675.00,18740.90,18637.30,18720.15,18724.95,18720.15,118166.00,1104796.68,10928800.00,-214800.00,-
NIFTY,07-Dec-2022,29-Dec-2022,18680.15,18774.65,18650.40,18670.25,18673.70,18670.25,132092.00,1235162.29,11143600.00,73500.00,18560.50
NIFTY,07-Dec-2022,25-Jan-2023,18860.00,18879.40,18761.75,18780.90,18787.00,18780.90,6390.00,60102.03,1463050.00,1650.00,18560.50
NIFTY,07-Dec-2022,23-Feb-2023,18931.00,18969.55,18850.40,18868.85,18872.00,18868.85,2049.00,19360.29,251950.00,14150.00,18560.50
NIFTY,06-Dec-2022,29-Dec-2022,18731.30,18790.00,18682.40,18771.35,18770.50,18771.35,134502.00,1259986.24,11070100.00,-311250.00,-
NIFTY,06-Dec-2022,25-Jan-2023,18841.50,18894.00,18793.90,18877.85,18879.40,18877.85,6823.00,64280.13,1461400.00,13950.00,-
NIFTY,06-Dec-2022,23-Feb-2023,18930.60,18978.35,18880.05,18962.70,18960.00,18962.70,1996.00,18891.36,237800.00,8550.00,-
NIFTY,05-Dec-2022,23-Feb-2023,18996.00,19037.50,18903.10,19007.80,19009.60,19007.80,2117.00,20077.79,229250.00,-150.00,-
NIFTY,05-Dec-2022,25-Jan-2023,18922.35,18970.45,18817.30,18918.85,18915.75,18918.85,7182.00,67819.26,1447450.00,-13600.00,-
NIFTY,05-Dec-2022,29-Dec-2022,18798.90,18856.40,18710.45,18817.75,18821.25,18817.75,139884.00,1313893.97,11381350.00,-80600.00,-
NIFTY,02-Dec-2022,29-Dec-2022,18948.95,18948.95,18760.05,18812.55,18815.00,18812.55,162318.00,1527603.83,11461950.00,-916100.00,-
NIFTY,02-Dec-2022,25-Jan-2023,19004.70,19023.50,18866.50,18919.85,18922.35,18919.85,9101.00,86123.32,1461050.00,-17600.00,-
NIFTY,02-Dec-2022,23-Feb-2023,19139.85,19139.85,18944.85,18998.95,19004.95,18998.95,2470.00,23469.95,229400.00,-1000.00,-
NIFTY,01-Dec-2022,25-Jan-2023,19000.00,19092.05,18985.50,19040.65,19038.15,19040.65,9515.00,90638.31,1478650.00,97200.00,18812.50
NIFTY,01-Dec-2022,29-Dec-2022,18957.70,18998.85,18890.00,18948.30,18945.00,18948.30,144744.00,1371677.57,12378050.00,-35250.00,18812.50
NIFTY,01-Dec-2022,23-Feb-2023,19086.00,19170.00,19062.60,19115.80,19115.00,19115.80,2956.00,28273.15,230400.00,15650.00,18812.50
NIFTY,30-Nov-2022,25-Jan-2023,18849.00,18999.25,18823.35,18967.15,18982.05,18967.15,9410.00,88967.99,1381450.00,128350.00,18758.35
NIFTY,30-Nov-2022,29-Dec-2022,18736.00,18905.05,18721.20,18874.50,18890.00,18874.50,137806.00,1295864.83,12413300.00,401350.00,18758.35
NIFTY,30-Nov-2022,23-Feb-2023,18953.20,19078.50,18916.95,19048.70,19062.00,19048.70,3444.00,32702.18,214750.00,39200.00,18758.35
NIFTY,29-Nov-2022,25-Jan-2023,18793.45,18893.30,18788.80,18833.70,18828.10,18833.70,8600.00,81080.92,1253100.00,100250.00,-
NIFTY,29-Nov-2022,29-Dec-2022,18692.00,18797.65,18670.15,18733.60,18731.00,18733.60,113058.00,1060223.31,12011950.00,71550.00,-
NIFTY,29-Nov-2022,23-Feb-2023,18874.55,18977.00,18874.55,18923.35,18916.50,18923.35,3026.00,28659.50,175550.00,52300.00,-
NIFTY,28-Nov-2022,29-Dec-2022,18585.00,18742.30,18566.15,18694.10,18690.00,18694.10,122999.00,1149600.15,11940400.00,609250.00,18562.75
NIFTY,28-Nov-2022,25-Jan-2023,18698.80,18843.75,18684.65,18797.65,18796.00,18797.65,8356.00,78524.28,1152850.00,57300.00,18562.75
NIFTY,28-Nov-2022,23-Feb-2023,18784.00,18929.00,18780.00,18886.75,18880.00,18886.75,3200.00,30213.33,123250.00,63050.00,18562.75
