Date,strategy,structure,position,strike,near_expiry,far_expiry,lot_size,pnl,iv_direction_correct,atm_strike,lower_strike,upper_strike,expiry
2025-02-28,manual_agree,butterfly,SHORT_FLY,,,,25,2739.9999999999964,True,22100.0,22000.0,22200.0,2025-03-27
2025-03-06,manual_agree,butterfly,LONG_FLY,,,,25,2190.0000000000014,False,22550.0,22450.0,22650.0,2025-04-03
2025-04-04,manual_agree,butterfly,SHORT_FLY,,,,25,3961.2499999999995,False,22900.0,22800.0,23000.0,2025-05-08
2025-04-09,manual_agree,butterfly,SHORT_FLY,,,,25,-1611.2499999999955,True,22400.0,22300.0,22500.0,2025-05-08
2025-04-28,manual_agree,butterfly,LONG_FLY,,,,25,-1087.5,True,24350.0,24250.0,24450.0,2025-05-29
2025-05-22,manual_agree,butterfly,SHORT_FLY,,,,25,1422.4999999999995,False,24600.0,24500.0,24700.0,2025-06-19
2025-06-09,manual_agree,butterfly,LONG_FLY,,,,25,-6687.499999999998,False,25100.0,25000.0,25200.0,2025-07-10
2025-06-25,manual_agree,butterfly,LONG_FLY,,,,25,-1757.5000000000002,True,25250.0,25150.0,25350.0,2025-07-24
2022-04-06,manual_disagree,butterfly,LONG_FLY,,,,50,930.000000000004,True,17800.0,17700.0,17900.0,2022-05-05
2022-09-21,manual_disagree,butterfly,LONG_FLY,,,,50,1027.5000000000034,True,17700.0,17600.0,17800.0,2022-10-20
2022-09-30,manual_disagree,butterfly,LONG_FLY,,,,50,-110.00000000000512,True,17100.0,17000.0,17200.0,2022-10-27
2023-04-26,manual_disagree,butterfly,SHORT_FLY,,,,50,1462.5000000000027,True,17800.0,17700.0,17900.0,2023-05-25
2023-10-25,manual_disagree,butterfly,SHORT_FLY,,,,50,14372.500000000002,True,19100.0,19000.0,19200.0,2023-11-23
2023-11-01,manual_disagree,butterfly,SHORT_FLY,,,,50,-1377.5000000000034,True,19000.0,18900.0,19100.0,2023-11-30
2024-04-05,manual_disagree,butterfly,SHORT_FLY,,,,25,519.9999999999989,True,22500.0,22400.0,22600.0,2024-05-02
2024-08-29,manual_disagree,butterfly,SHORT_FLY,,,,25,338.7500000000017,False,25150.0,25050.0,25250.0,2024-09-26
2024-09-06,manual_disagree,butterfly,SHORT_FLY,,,,25,-917.4999999999983,True,24850.0,24750.0,24950.0,2024-10-03
2024-09-09,manual_disagree,butterfly,LONG_FLY,,,,25,-718.7500000000014,True,24950.0,24850.0,25050.0,2024-10-10
2025-01-06,manual_disagree,butterfly,SHORT_FLY,,,,25,5397.500000000004,True,23600.0,23500.0,23700.0,2025-02-06
2025-01-28,manual_disagree,butterfly,LONG_FLY,,,,25,91.24999999999801,False,22950.0,22850.0,23050.0,2025-02-27
2025-02-06,manual_disagree,butterfly,SHORT_FLY,,,,25,198.74999999999687,True,23600.0,23500.0,23700.0,2025-03-06
2025-04-17,manual_disagree,butterfly,LONG_FLY,,,,25,2252.4999999999977,True,23850.0,23750.0,23950.0,2025-05-15
2025-05-26,manual_disagree,butterfly,LONG_FLY,,,,25,518.75,False,25000.0,24900.0,25100.0,2025-06-26
2025-05-27,manual_disagree,butterfly,SHORT_FLY,,,,25,141.24999999999375,True,24850.0,24750.0,24950.0,2025-06-26
2025-06-20,manual_disagree,butterfly,LONG_FLY,,,,25,2096.249999999999,True,25100.0,25000.0,25200.0,2025-07-17
2025-06-23,manual_disagree,butterfly,SHORT_FLY,,,,25,669.9999999999989,True,24950.0,24850.0,25050.0,2025-07-24
2022-03-03,data_driven,butterfly,SHORT_FLY,,,,50,1027.499999999995,False,16500.0,16400.0,16600.0,2022-03-31
2022-04-06,data_driven,butterfly,LONG_FLY,,,,50,930.000000000004,True,17800.0,17700.0,17900.0,2022-05-05
2022-04-27,data_driven,butterfly,SHORT_FLY,,,,50,-325.00000000000284,True,17050.0,16950.0,17150.0,2022-05-26
2022-06-29,data_driven,butterfly,SHORT_FLY,,,,50,-62.5,True,15800.0,15700.0,15900.0,2022-07-28
2022-07-11,data_driven,butterfly,LONG_FLY,,,,50,6680.000000000001,True,16200.0,16100.0,16300.0,2022-08-11
2022-08-04,data_driven,butterfly,SHORT_FLY,,,,50,284.9999999999966,True,17400.0,17300.0,17500.0,2022-09-01
2022-08-29,data_driven,butterfly,SHORT_FLY,,,,50,3004.999999999998,True,17300.0,17200.0,17400.0,2022-09-29
2022-09-21,data_driven,butterfly,LONG_FLY,,,,50,1027.5000000000034,True,17700.0,17600.0,17800.0,2022-10-20
2022-09-26,data_driven,butterfly,SHORT_FLY,,,,50,-3767.499999999998,True,17000.0,16900.0,17100.0,2022-10-27
2022-09-29,data_driven,butterfly,SHORT_FLY,,,,50,3069.999999999999,False,16800.0,16700.0,16900.0,2022-10-27
2022-09-30,data_driven,butterfly,LONG_FLY,,,,50,-110.00000000000512,True,17100.0,17000.0,17200.0,2022-10-27
2022-10-07,data_driven,butterfly,SHORT_FLY,,,,50,1017.4999999999983,False,17300.0,17200.0,17400.0,2022-11-03
2023-03-10,data_driven,butterfly,SHORT_FLY,,,,50,-394.999999999996,True,17400.0,17300.0,17500.0,2023-04-06
2023-03-17,data_driven,butterfly,LONG_FLY,,,,50,-852.4999999999991,True,17100.0,17000.0,17200.0,2023-04-13
2023-03-21,data_driven,butterfly,SHORT_FLY,,,,50,-2839.9999999999977,False,17100.0,17000.0,17200.0,2023-04-20
2023-04-26,data_driven,butterfly,SHORT_FLY,,,,50,1462.5000000000027,True,17800.0,17700.0,17900.0,2023-05-25
2023-04-28,data_driven,butterfly,LONG_FLY,,,,50,-249.9999999999993,True,18050.0,17950.0,18150.0,2023-05-25
2023-05-03,data_driven,butterfly,LONG_FLY,,,,50,-84.99999999999801,False,18100.0,18000.0,18200.0,2023-06-01
2023-05-05,data_driven,butterfly,SHORT_FLY,,,,50,-837.5,True,18050.0,17950.0,18150.0,2023-06-01
2023-08-03,data_driven,butterfly,SHORT_FLY,,,,50,1682.4999999999975,False,19400.0,19300.0,19500.0,2023-08-31
2023-08-28,data_driven,butterfly,LONG_FLY,,,,50,1197.4999999999995,False,19300.0,19200.0,19400.0,2023-09-28
2023-09-27,data_driven,butterfly,SHORT_FLY,,,,50,-2442.500000000001,True,19700.0,19600.0,19800.0,2023-10-26
2023-10-04,data_driven,butterfly,SHORT_FLY,,,,50,-1674.9999999999973,False,19450.0,19350.0,19550.0,2023-11-02
2023-10-17,data_driven,butterfly,SHORT_FLY,,,,50,-150.0,False,19800.0,19700.0,19900.0,2023-11-16
2023-10-19,data_driven,butterfly,SHORT_FLY,,,,50,22.500000000000853,False,19600.0,19500.0,19700.0,2023-11-16
2023-10-25,data_driven,butterfly,SHORT_FLY,,,,50,14372.500000000002,True,19100.0,19000.0,19200.0,2023-11-23
2023-10-31,data_driven,butterfly,SHORT_FLY,,,,50,1537.5,True,19100.0,19000.0,19200.0,2023-11-30
2023-11-01,data_driven,butterfly,SHORT_FLY,,,,50,-1377.5000000000034,True,19000.0,18900.0,19100.0,2023-11-30
2024-02-15,data_driven,butterfly,LONG_FLY,,,,25,1099.9999999999993,True,21900.0,21800.0,22000.0,2024-03-14
2024-04-05,data_driven,butterfly,LONG_FLY,,,,25,-1105.0000000000005,False,22500.0,22400.0,22600.0,2024-05-02
2024-05-30,data_driven,butterfly,SHORT_FLY,,,,25,-469.999999999996,False,22500.0,22400.0,22600.0,2024-06-27
2024-07-23,data_driven,butterfly,SHORT_FLY,,,,25,-2339.999999999999,False,24500.0,24400.0,24600.0,2024-08-22
2024-07-25,data_driven,butterfly,SHORT_FLY,,,,25,2239.999999999999,True,24400.0,24300.0,24500.0,2024-08-22
2024-08-02,data_driven,butterfly,SHORT_FLY,,,,25,1274.9999999999986,True,24700.0,24600.0,24800.0,2024-08-29
2024-08-06,data_driven,butterfly,LONG_FLY,,,,25,172.50000000000085,True,24000.0,23900.0,24100.0,2024-09-05
2024-08-07,data_driven,butterfly,LONG_FLY,,,,25,-321.24999999999915,True,24300.0,24200.0,24400.0,2024-09-05
2024-08-14,data_driven,butterfly,SHORT_FLY,,,,25,-1301.2500000000002,False,24150.0,24050.0,24250.0,2024-09-12
2024-08-26,data_driven,butterfly,LONG_FLY,,,,25,100.00000000000071,False,25000.0,24900.0,25100.0,2024-09-26
2024-08-29,data_driven,butterfly,LONG_FLY,,,,25,-699.9999999999986,True,25150.0,25050.0,25250.0,2024-09-26
2024-09-04,data_driven,butterfly,SHORT_FLY,,,,25,-1265.000000000002,True,25200.0,25100.0,25300.0,2024-10-03
2024-09-06,data_driven,butterfly,SHORT_FLY,,,,25,-917.4999999999983,True,24850.0,24750.0,24950.0,2024-10-03
2024-09-09,data_driven,butterfly,LONG_FLY,,,,25,-718.7500000000014,True,24950.0,24850.0,25050.0,2024-10-10
2024-09-12,data_driven,butterfly,SHORT_FLY,,,,25,742.4999999999998,False,25400.0,25300.0,25500.0,2024-10-10
2024-09-20,data_driven,butterfly,LONG_FLY,,,,25,13650.0,False,25800.0,25700.0,25900.0,2024-10-17
2024-10-04,data_driven,butterfly,SHORT_FLY,,,,25,-1652.5000000000034,True,25000.0,24900.0,25100.0,2024-10-31
2024-11-01,data_driven,butterfly,SHORT_FLY,,,,25,-171.25000000000057,True,24300.0,24200.0,24400.0,2024-11-28
2024-11-25,data_driven,butterfly,LONG_FLY,,,,25,-992.499999999999,True,24200.0,24100.0,24300.0,2024-12-26
2024-12-19,data_driven,butterfly,SHORT_FLY,,,,25,1701.2500000000018,True,23950.0,23850.0,24050.0,2025-01-16
2024-12-31,data_driven,butterfly,SHORT_FLY,,,,25,-13.749999999998863,True,23650.0,23550.0,23750.0,2025-01-30
2025-01-06,data_driven,butterfly,SHORT_FLY,,,,25,5397.500000000004,True,23600.0,23500.0,23700.0,2025-02-06
2025-01-08,data_driven,butterfly,SHORT_FLY,,,,25,-428.75000000000085,False,23700.0,23600.0,23800.0,2025-02-06
2025-01-16,data_driven,butterfly,LONG_FLY,,,,25,-1366.2499999999995,False,23300.0,23200.0,23400.0,2025-02-13
2025-01-28,data_driven,butterfly,SHORT_FLY,,,,25,207.5000000000017,True,22950.0,22850.0,23050.0,2025-02-27
2025-01-29,data_driven,butterfly,LONG_FLY,,,,25,-571.2500000000006,False,23150.0,23050.0,23250.0,2025-02-27
2025-02-05,data_driven,butterfly,LONG_FLY,,,,25,308.7499999999999,True,23700.0,23600.0,23800.0,2025-03-06
2025-02-06,data_driven,butterfly,SHORT_FLY,,,,25,198.74999999999687,True,23600.0,23500.0,23700.0,2025-03-06
2025-02-24,data_driven,butterfly,SHORT_FLY,,,,25,-4307.500000000003,False,22550.0,22450.0,22650.0,2025-03-27
2025-02-28,data_driven,butterfly,SHORT_FLY,,,,25,2739.9999999999964,True,22100.0,22000.0,22200.0,2025-03-27
2025-03-03,data_driven,butterfly,SHORT_FLY,,,,25,3017.4999999999995,False,22100.0,22000.0,22200.0,2025-04-03
2025-03-04,data_driven,butterfly,SHORT_FLY,,,,25,977.5000000000006,False,22100.0,22000.0,22200.0,2025-04-03
2025-03-06,data_driven,butterfly,LONG_FLY,,,,25,2190.0000000000014,False,22550.0,22450.0,22650.0,2025-04-03
2025-03-11,data_driven,butterfly,SHORT_FLY,,,,25,1002.4999999999991,False,22500.0,22400.0,22600.0,2025-04-09
2025-03-13,data_driven,butterfly,SHORT_FLY,,,,25,-2041.2499999999995,False,22400.0,22300.0,22500.0,2025-04-09
2025-03-25,data_driven,butterfly,LONG_FLY,,,,25,-387.4999999999993,False,23650.0,23550.0,23750.0,2025-04-24
2025-04-04,data_driven,butterfly,SHORT_FLY,,,,25,3961.2499999999995,False,22900.0,22800.0,23000.0,2025-05-08
2025-04-09,data_driven,butterfly,SHORT_FLY,,,,25,-1611.2499999999955,True,22400.0,22300.0,22500.0,2025-05-08
2025-04-17,data_driven,butterfly,LONG_FLY,,,,25,2252.4999999999977,True,23850.0,23750.0,23950.0,2025-05-15
2025-04-28,data_driven,butterfly,LONG_FLY,,,,25,-1087.5,True,24350.0,24250.0,24450.0,2025-05-29
2025-05-22,data_driven,butterfly,SHORT_FLY,,,,25,1422.4999999999995,False,24600.0,24500.0,24700.0,2025-06-19
2025-05-26,data_driven,butterfly,SHORT_FLY,,,,25,1197.499999999998,True,25000.0,24900.0,25100.0,2025-06-26
2025-05-27,data_driven,butterfly,SHORT_FLY,,,,25,141.24999999999375,True,24850.0,24750.0,24950.0,2025-06-26
2025-05-28,data_driven,butterfly,SHORT_FLY,,,,25,-260.0000000000037,False,24750.0,24650.0,24850.0,2025-06-26
2025-06-09,data_driven,butterfly,LONG_FLY,,,,25,-6687.499999999998,False,25100.0,25000.0,25200.0,2025-07-10
2025-06-18,data_driven,butterfly,LONG_FLY,,,,25,-403.75000000000085,False,24800.0,24700.0,24900.0,2025-07-17
2025-06-19,data_driven,butterfly,LONG_FLY,,,,25,269.99999999999744,True,24800.0,24700.0,24900.0,2025-07-17
2025-06-20,data_driven,butterfly,LONG_FLY,,,,25,2096.249999999999,True,25100.0,25000.0,25200.0,2025-07-17
2025-06-23,data_driven,butterfly,SHORT_FLY,,,,25,669.9999999999989,True,24950.0,24850.0,25050.0,2025-07-24
2025-06-25,data_driven,butterfly,LONG_FLY,,,,25,-1757.5000000000002,True,25250.0,25150.0,25350.0,2025-07-24
