Symbol  ,Date  ,Expiry  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
NIFTY,24-Jan-2024,25-Jan-2024,21160.00,21505.00,21141.00,21477.60,21488.90,21477.60,213430.00,2278933.80,5285350.00,-2602750.00,21453.95
NIFTY,24-Jan-2024,29-Feb-2024,21346.10,21640.00,21287.05,21612.35,21628.00,21612.35,182563.00,1961866.15,9188050.00,2966400.00,21453.95
NIFTY,24-Jan-2024,28-Mar-2024,21528.15,21774.00,21444.00,21754.65,21773.95,21754.65,10172.00,110126.30,567300.00,16800.00,21453.95
NIFTY,23-Jan-2024,29-Feb-2024,21806.65,21916.00,21307.00,21352.30,21354.95,21352.30,133648.00,1444007.62,6221650.00,2556500.00,-
NIFTY,23-Jan-2024,25-Jan-2024,21760.20,21783.00,21153.20,21194.25,21202.50,21194.25,252641.00,2710686.57,7888100.00,-3449500.00,-
NIFTY,23-Jan-2024,28-Mar-2024,22022.00,22059.95,21458.05,21498.65,21507.00,21498.65,9395.00,101927.81,550500.00,60050.00,-
NIFTY,20-Jan-2024,25-Jan-2024,21741.00,21759.60,21566.00,21604.10,21620.00,21604.10,72894.00,789722.03,11337600.00,165600.00,21571.80
NIFTY,20-Jan-2024,28-Mar-2024,22022.00,22036.75,21870.00,21899.40,21920.00,21899.40,1824.00,20019.90,490450.00,13150.00,21571.80
NIFTY,20-Jan-2024,29-Feb-2024,21850.00,21897.45,21718.00,21751.50,21765.00,21751.50,21089.00,229908.02,3665150.00,194700.00,21571.80
NIFTY,19-Jan-2024,25-Jan-2024,21627.00,21708.00,21579.30,21672.15,21675.00,21672.15,125832.00,1362254.54,11172000.00,82250.00,-
NIFTY,19-Jan-2024,29-Feb-2024,21710.00,21845.30,21709.95,21814.90,21824.05,21814.90,29708.00,323718.28,3470450.00,70300.00,-
NIFTY,19-Jan-2024,28-Mar-2024,21900.00,21984.00,21871.00,21963.35,21972.05,21963.35,3652.00,40054.05,477300.00,-2350.00,-
NIFTY,18-Jan-2024,28-Mar-2024,21800.00,21871.00,21625.00,21831.75,21840.50,21831.75,6556.00,71329.95,479650.00,9250.00,-
NIFTY,18-Jan-2024,29-Feb-2024,21650.00,21726.70,21467.20,21675.80,21699.00,21675.80,60648.00,655750.13,3400150.00,1371700.00,-
NIFTY,18-Jan-2024,25-Jan-2024,21461.95,21574.00,21316.80,21527.45,21549.90,21527.45,227826.00,2445493.68,11089750.00,-75950.00,-
NIFTY,17-Jan-2024,25-Jan-2024,21743.70,21854.75,21563.30,21589.55,21587.00,21589.55,229664.00,2494263.29,11165700.00,-1043800.00,21571.95
NIFTY,17-Jan-2024,29-Feb-2024,22010.00,22044.00,21722.00,21741.85,21736.00,21741.85,43959.00,480894.27,2028450.00,130200.00,21571.95
NIFTY,17-Jan-2024,28-Mar-2024,22050.00,22170.00,21870.20,21887.15,21880.60,21887.15,8656.00,95340.18,470400.00,1900.00,21571.95
NIFTY,16-Jan-2024,29-Feb-2024,22251.00,22277.70,22113.25,22175.90,22175.00,22175.90,16076.00,178515.98,1898250.00,202500.00,22032.30
