Symbol  ,Date  ,Expiry  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
NIFTY,30-Jun-2025,28-Aug-2025,25860.00,25899.90,25692.50,25733.90,25734.00,25733.90,5249.00,101512.12,1586700.00,112275.00,25517.05
NIFTY,30-Jun-2025,31-Jul-2025,25765.00,25792.40,25575.00,25614.20,25615.00,25614.20,95102.00,1829478.99,14414550.00,-484725.00,25517.05
NIFTY,30-Jun-2025,25-Sep-2025,26000.00,26049.90,25844.00,25880.40,25885.00,25880.40,1689.00,32847.72,161925.00,56700.00,25517.05
NIFTY,27-Jun-2025,28-Aug-2025,25799.90,25879.00,25750.00,25859.10,25860.00,25859.10,5386.00,104328.19,1474425.00,26250.00,25637.80
NIFTY,27-Jun-2025,31-Jul-2025,25695.00,25772.30,25635.00,25750.20,25757.00,25750.20,61012.00,1176683.52,14899275.00,62700.00,25637.80
NIFTY,27-Jun-2025,25-Sep-2025,26000.00,26025.90,25890.00,26008.00,26019.90,26008.00,2050.00,39932.63,105225.00,105225.00,25637.80
NIFTY,26-Jun-2025,25-Sep-2025,-,-,-,-,-,-,-,-,-,-,-
NIFTY,26-Jun-2025,25-Sep-2025,-,-,-,-,-,-,-,-,-,-,-
NIFTY,26-Jun-2025,25-Sep-2025,-,-,-,-,-,-,-,-,-,-,-
NIFTY,26-Jun-2025,25-Sep-2025,-,-,-,-,-,-,-,-,-,-,-
NIFTY,26-Jun-2025,25-Sep-2025,-,-,-,-,-,-,-,-,-,-,-
NIFTY,26-Jun-2025,25-Sep-2025,-,-,-,-,-,-,-,-,-,-,-
NIFTY,26-Jun-2025,25-Sep-2025,-,-,-,-,-,-,-,-,-,-,-
NIFTY,26-Jun-2025,25-Sep-2025,-,-,-,-,-,-,-,-,-,-,-
NIFTY,26-Jun-2025,25-Sep-2025,-,-,-,-,-,-,-,-,-,-,-
NIFTY,26-Jun-2025,26-Jun-2025,25302.00,25564.00,25272.30,25551.00,25554.70,25549.00,75945.00,1447660.33,4190625.00,-1230225.00,25549.00
NIFTY,26-Jun-2025,31-Jul-2025,25356.20,25630.80,25356.10,25615.00,25618.00,25615.00,123965.00,2373417.52,14836575.00,1751100.00,25549.00
NIFTY,26-Jun-2025,28-Aug-2025,25479.90,25739.00,25474.20,25725.50,25722.30,25725.50,10918.00,209893.75,1448175.00,250800.00,25549.00
NIFTY,26-Jun-2025,25-Sep-2025,-,-,-,-,-,-,-,-,-,-,-
NIFTY,26-Jun-2025,25-Sep-2025,-,-,-,-,-,-,-,-,-,-,-
NIFTY,26-Jun-2025,25-Sep-2025,-,-,-,-,-,-,-,-,-,-,-
NIFTY,26-Jun-2025,25-Sep-2025,-,-,-,-,-,-,-,-,-,-,-
NIFTY,26-Jun-2025,25-Sep-2025,-,-,-,-,-,-,-,-,-,-,-
NIFTY,26-Jun-2025,25-Sep-2025,-,-,-,-,-,-,-,-,-,-,-
NIFTY,26-Jun-2025,25-Sep-2025,-,-,-,-,-,-,-,-,-,-,-
NIFTY,25-Jun-2025,31-Jul-2025,25270.20,25384.90,25237.00,25350.20,25353.60,25350.20,72177.00,1371352.45,13085475.00,1984650.00,25244.75
NIFTY,25-Jun-2025,28-Aug-2025,25389.90,25497.00,25351.70,25463.10,25462.00,25463.10,4621.00,88183.02,1197375.00,104175.00,25244.75
NIFTY,25-Jun-2025,26-Jun-2025,25152.10,25290.00,25130.20,25252.20,25250.00,25252.20,72287.00,1367905.29,5420850.00,-1884450.00,25244.75
NIFTY,24-Jun-2025,28-Aug-2025,25400.00,25558.90,25270.00,25302.20,25308.80,25302.20,8880.00,169304.64,1093200.00,180300.00,25044.35
NIFTY,24-Jun-2025,31-Jul-2025,25300.00,25449.90,25151.00,25179.10,25201.00,25179.10,101293.00,1922839.38,11100825.00,2594400.00,25044.35
NIFTY,24-Jun-2025,26-Jun-2025,25180.20,25349.00,25036.20,25071.70,25090.00,25071.70,141676.00,2677410.90,7305300.00,-1854675.00,25044.35
NIFTY,23-Jun-2025,26-Jun-2025,24975.00,25090.00,24825.00,24993.30,24993.00,24993.30,110836.00,2074270.57,9159975.00,-1694025.00,24971.90
NIFTY,23-Jun-2025,31-Jul-2025,25120.10,25189.00,24931.30,25102.30,25099.70,25102.30,54568.00,1026042.55,8506425.00,1296000.00,24971.90
NIFTY,23-Jun-2025,28-Aug-2025,25190.00,25293.90,25040.00,25207.30,25198.90,25207.30,5531.00,104403.10,912900.00,86550.00,24971.90
NIFTY,20-Jun-2025,31-Jul-2025,24910.00,25225.00,24910.00,25201.20,25192.00,25201.20,37380.00,704996.04,7210425.00,612375.00,25112.40
NIFTY,20-Jun-2025,26-Jun-2025,24825.00,25137.00,24806.50,25111.70,25096.50,25111.70,105046.00,1970331.15,10854000.00,-214050.00,25112.40
NIFTY,20-Jun-2025,28-Aug-2025,25028.20,25324.10,25028.20,25301.00,25290.00,25301.00,5280.00,99963.85,826350.00,169050.00,25112.40
NIFTY,19-Jun-2025,31-Jul-2025,24924.00,25000.00,24875.50,24915.50,24892.60,24915.50,10526.00,196894.10,6598050.00,226650.00,24793.25
NIFTY,19-Jun-2025,28-Aug-2025,25038.10,25104.00,24984.00,25017.90,25006.70,25017.90,1263.00,23723.61,657300.00,10575.00,24793.25
NIFTY,19-Jun-2025,26-Jun-2025,24813.00,24891.40,24751.00,24803.10,24778.00,24803.10,55670.00,1036606.97,11068050.00,-106200.00,24793.25
NIFTY,18-Jun-2025,26-Jun-2025,24840.10,24978.80,24786.00,24826.90,24813.00,24826.90,73489.00,1370547.59,11174250.00,-393825.00,24812.05
NIFTY,18-Jun-2025,31-Jul-2025,24944.50,25091.50,24905.00,24941.60,24934.00,24941.60,10523.00,197141.63,6371400.00,104625.00,24812.05
NIFTY,18-Jun-2025,28-Aug-2025,25053.40,25192.00,25014.20,25050.40,25043.00,25050.40,2489.00,46812.35,646725.00,61800.00,24812.05
NIFTY,17-Jun-2025,28-Aug-2025,25200.10,25219.80,25072.30,25092.90,25082.20,25092.90,1727.00,32537.71,584925.00,12675.00,24853.40
NIFTY,17-Jun-2025,31-Jul-2025,25101.70,25111.90,24960.00,24985.40,24982.00,24985.40,9469.00,177642.19,6266775.00,212700.00,24853.40
NIFTY,17-Jun-2025,26-Jun-2025,24996.10,25003.50,24839.10,24868.80,24859.80,24868.80,60973.00,1138647.36,11568075.00,-180825.00,24853.40
NIFTY,16-Jun-2025,26-Jun-2025,24755.50,25024.80,24735.00,24996.20,24998.00,24996.20,88980.00,1662942.63,11748900.00,-76500.00,24946.50
NIFTY,16-Jun-2025,31-Jul-2025,24800.00,25133.50,24800.00,25113.30,25119.00,25113.30,16672.00,313094.44,6054075.00,189375.00,24946.50
NIFTY,16-Jun-2025,28-Aug-2025,24970.00,25239.00,24970.00,25220.60,25226.00,25220.60,2799.00,52803.39,572250.00,91425.00,24946.50
NIFTY,13-Jun-2025,26-Jun-2025,24588.00,24790.00,24575.30,24727.40,24736.20,24727.40,89998.00,1666756.22,11825400.00,437325.00,24718.60
NIFTY,13-Jun-2025,31-Jul-2025,24988.70,24988.70,24716.00,24856.80,24871.70,24856.80,10331.00,192319.23,5864700.00,129075.00,24718.60
NIFTY,13-Jun-2025,28-Aug-2025,25000.00,25024.00,24830.70,24970.00,24993.90,24970.00,2443.00,45686.85,480825.00,30000.00,24718.60
NIFTY,12-Jun-2025,31-Jul-2025,25337.80,25386.90,25039.90,25068.70,25049.00,25068.70,14512.00,274084.94,5735625.00,327375.00,24888.20
NIFTY,12-Jun-2025,26-Jun-2025,25210.50,25260.00,24901.30,24937.40,24909.20,24937.40,119427.00,2243943.49,11388075.00,-14925.00,24888.20
